client_id,client_type,first_name,last_name,date_of_birth,gender,country,region,acquisition_purpose,satisfaction_score,loan_applied,referral_channel,Age,property_count,total_investment,average_property_price,average_floor_area,Cluster
C0513,Individual,Christian,Morales,1999-03-07,M,USA,Florida,Home,2,Yes,Agency,27.0,3,974596.63,324865.54333333333,1049.5133333333333,0
C0514,Individual,Rebecca,Evans,,F,USA,Oregon,Home,1,Yes,Website,,4,1528027.54,382006.885,1316.0375,2
C0515,Individual,Melissa,Patterson,1963-09-12,F,USA,California,Home,1,Yes,Website,63.0,4,1561824.93,390456.2325,1342.7925,2
C0516,Individual,Lawrence,Nelson,,M,USA,Utah,Home,3,No,Website,,4,1437837.49,359459.3725,1196.8899999999999,2
C0517,Individual,Harold,Thompson,,M,USA,California,Home,5,No,Client,,4,1115807.0,278951.75,939.4875,0
C0518,Corporate,Lumina,Co,,F,USA,New York,Home,3,No,Website,,4,1633111.65,408277.9125,1196.9724999999999,3
C0519,Individual,Madison,Freeman,1975-10-04,F,USA,Arizona,Investment,3,No,Agency,51.0,3,981719.26,327239.75333333336,1108.9966666666667,1
C0520,Individual,Helen,White,1970-02-11,F,USA,Oregon,Home,3,Yes,Agency,56.0,3,1033523.16,344507.72000000003,1108.9966666666667,0
C0521,Individual,Stephanie,Allen,1967-04-02,F,Canada,British Columbia,Home,3,No,Website,59.0,4,1074306.5,268576.625,872.6800000000001,0
C0522,Individual,Nicole,Campbell,,F,USA,Virginia,Home,5,No,Agency,,3,993023.13,331007.71,1240.6066666666666,0
C0523,Individual,Cynthia,Hansen,,F,USA,Colorado,Home,2,No,Agency,,3,928962.95,309654.31666666665,1058.6633333333332,0
C0524,Individual,Harold,Thompson,,M,USA,Washington,Home,3,No,Website,,3,801104.6900000001,267034.89666666667,897.3100000000001,0
C0525,Individual,Frank,Gray,1950-06-12,M,USA,Arizona,Home,4,Yes,Agency,76.0,4,1629457.52,407364.38,1299.3274999999999,2
C0526,Individual,Harold,Green,,M,Germany,Bavaria,Home,5,No,Website,,3,1301139.77,433713.25666666665,1592.1233333333332,2
C0527,Individual,Andrew,Baker,,M,USA,California,Home,2,No,Website,,3,1138099.7,379366.56666666665,1299.5366666666666,0
C0528,Individual,Benjamin,Davis,2000-08-09,M,USA,Washington,Investment,2,No,Client,26.0,3,1118472.87,372824.29000000004,1206.2733333333333,1
C0529,Individual,Paul,Jordan,,M,USA,Nevada,Home,4,Yes,Website,,4,1268138.95,317034.7375,1098.1675,0
C0530,Individual,Patricia,Reed,1952-09-07,F,USA,Utah,Home,2,Yes,Agency,74.0,4,1559124.69,389781.1725,1246.7075,2
C0531,Individual,Emily,White,,F,USA,California,Home,1,No,Website,,4,1911300.7799999998,477825.19499999995,1510.65,2
C0532,Individual,Lauren,Moore,1979-08-12,F,Belgium,Flanders,Home,2,No,Website,47.0,4,1075202.77,268800.6925,990.9875000000001,0
C0533,Individual,Jeffrey,Williams,1963-09-06,M,USA,Nevada,Investment,1,No,Agency,63.0,4,990028.19,247507.0475,787.46,1
C0534,Individual,Bryan,Miller,,M,USA,California,Investment,1,No,Agency,,3,1133195.2,377731.73333333334,1371.6133333333335,1
C0535,Individual,Judith,Allen,,F,UK,Wales,Home,3,No,Agency,,3,1299053.94,433017.98,1386.32,2
C0536,Individual,Brittany,Weaver,,F,USA,Arizona,Investment,5,Yes,Website,,3,983106.8400000001,327702.28,1104.51,1
C0537,Individual,Carl,Baker,,M,USA,Florida,Home,2,No,Client,,4,1490327.5,372581.875,1239.145,2
C0538,Individual,Richard,Pierce,,M,USA,California,Home,1,Yes,Agency,,4,1206897.7000000002,301724.42500000005,1103.3225,0
C0539,Individual,Lawrence,Bryant,,M,USA,California,Investment,1,Yes,Agency,,4,1645321.2,411330.3,1338.8999999999999,2
C0540,Individual,Anna,Long,,F,USA,New York,Home,3,No,Agency,,3,494173.31,164724.43666666668,577.2433333333333,0
C0541,Individual,Anthony,Garcia,,M,UK,Northern Ireland,Home,3,No,Agency,,4,1721673.54,430418.385,1296.5625,2
C0542,Corporate,Lumina,Co,,M,Mexico,Mexico City,Home,3,No,Website,,4,1195819.4,298954.85,1024.3375,3
C0543,Individual,Joan,Parker,,F,USA,Texas,Home,2,Yes,Website,,3,753145.67,251048.55666666667,862.8699999999999,0
C0544,Individual,Kevin,White,,M,USA,Utah,Home,2,No,Website,,4,1636756.28,409189.07,1326.2525,2
C0545,Individual,Paul,Griffin,1942-08-04,M,USA,Colorado,Home,1,Yes,Agency,84.0,3,1260126.39,420042.12999999995,1452.2633333333333,2
C0546,Individual,Samuel,Flores,,M,Canada,Manitoba,Home,4,No,Client,,3,795528.06,265176.02,932.37,0
C0547,Individual,Diane,Allen,,F,USA,California,Investment,2,No,Agency,,4,1178457.95,294614.4875,1028.3225,1
C0548,Individual,Christopher,Foster,1980-04-11,M,USA,California,Home,2,No,Agency,46.0,3,1047476.9299999999,349158.9766666666,1186.4366666666667,0
C0549,Individual,Daniel,Sanders,,M,USA,Florida,Home,4,No,Website,,3,941219.76,313739.92,1082.75,0
C0550,Corporate,Vertex,Co,1967-04-09,F,USA,Nevada,Home,1,No,Agency,59.0,4,1414568.09,353642.0225,1123.6174999999998,3
C0551,Individual,Billy,Freeman,,M,USA,California,Investment,4,No,Website,,3,1007397.56,335799.1866666667,1110.6233333333332,1
C0552,Individual,Kyle,Cook,,M,USA,Virginia,Investment,3,No,Agency,,3,1141476.56,380492.1866666667,1196.1733333333334,1
C0553,Individual,James,Bell,,M,USA,Arizona,Home,3,No,Website,,3,821534.9400000001,273844.98000000004,897.3100000000001,0
C0554,Individual,Carl,Moore,,M,Australia,Victoria,Home,1,Yes,Agency,,4,1643592.85,410898.2125,1295.2649999999999,2
C0555,Individual,Aaron,Nelson,,M,USA,California,Investment,4,Yes,Agency,,3,1064533.27,354844.42333333334,1162.6166666666666,1
C0556,Individual,Zachary,Sanders,,M,USA,Colorado,Home,5,No,Website,,3,1335478.18,445159.3933333333,1526.9566666666667,2
C0557,Individual,Judy,Griffin,,F,USA,Utah,Investment,2,No,Website,,3,733161.98,244387.32666666666,791.0400000000001,1
C0558,Individual,Cheryl,Wood,,F,Denmark,North Denmark,Home,3,No,Website,,3,1033995.96,344665.32,1092.54,0
C0559,Corporate,Corvus,Co,,M,USA,California,Home,5,No,Client,,4,1004028.87,251007.2175,786.87,3
C0560,Individual,Janice,Nelson,,F,Australia,South Australia,Home,3,No,Website,,3,1433718.12,477906.04000000004,1500.72,2
C0561,Corporate,Bravada,Co,,F,USA,Arizona,Investment,3,No,Website,,4,1589252.43,397313.1075,1298.145,3
C0562,Individual,Judy,Peterson,,F,USA,Utah,Investment,5,Yes,Website,,4,1423675.7200000002,355918.93000000005,1154.105,1
C0563,Individual,William,Howard,,M,USA,California,Home,2,Yes,Agency,,4,1012807.9299999999,253201.98249999998,842.75,0
C0564,Individual,Scott,Adams,1952-09-02,M,USA,Texas,Home,1,No,Agency,74.0,3,1135017.6,378339.2,1250.3066666666666,0
C0565,Individual,Austin,Wood,,M,France,Brittany,Home,1,No,Website,,3,1043494.3200000001,347831.44,1167.2766666666666,0
C0566,Individual,Janice,Miller,2000-12-09,F,USA,Oregon,Investment,4,Yes,Agency,26.0,4,1167701.9,291925.475,965.295,1
C0567,Individual,Megan,Chavez,1953-10-07,F,Russia,Saint Petersburg,Investment,2,Yes,Agency,73.0,4,1869286.1,467321.525,1546.3875,2
C0568,Individual,Timothy,Wright,1953-09-04,M,USA,California,Home,3,No,Website,73.0,3,944335.88,314778.62666666665,1015.9399999999999,0
C0569,Individual,Mary,Cook,1971-12-05,F,USA,California,Home,5,Yes,Client,55.0,3,1384749.3,461583.10000000003,1460.493333333333,2
C0570,Individual,Hannah,Peterson,1965-06-03,F,France,Occitanie,Home,5,Yes,Website,61.0,4,1527210.47,381802.6175,1310.8225,2
C0571,Individual,Adam,Chavez,1966-07-03,M,USA,California,Home,3,No,Website,60.0,4,1549969.49,387492.3725,1458.93,2
C0572,Individual,Ann,Johnson,1993-11-12,F,USA,California,Investment,5,No,Website,33.0,4,1519677.44,379919.36,1228.8325,1
C0573,Corporate,Altira,Co,,M,USA,Georgia,Home,4,Yes,Agency,,3,785842.76,261947.58666666667,849.7466666666668,3
C0574,Individual,Gerald,Cox,,M,USA,California,Home,2,No,Agency,,4,1261906.32,315476.58,1052.2475,0
C0575,Individual,Brian,Hansen,,M,USA,California,Investment,2,No,Website,,3,1018391.27,339463.75666666665,1107.81,1
C0576,Individual,Terry,Reyes,,M,Germany,Hamburg,Home,1,No,Client,,3,1047406.79,349135.5966666667,1082.8966666666668,0
C0577,Individual,Christopher,Miller,,M,USA,Arizona,Home,3,No,Website,,3,693899.0099999999,231299.66999999995,879.3433333333332,0
C0578,Individual,Lauren,Rogers,,F,USA,Arizona,Home,5,Yes,Client,,3,707276.53,235758.84333333335,899.7566666666667,0
C0579,Individual,Christopher,Ward,1941-09-04,M,USA,Texas,Investment,3,No,Website,85.0,3,1198428.6400000001,399476.2133333334,1299.5366666666666,1
C0580,Individual,Heather,Watson,1948-11-01,F,USA,California,Home,2,Yes,Client,78.0,4,2158954.7800000003,539738.6950000001,1726.0575,2
C0581,Individual,Kimberly,Stewart,,F,USA,California,Investment,5,Yes,Website,,4,1029755.56,257438.89,801.065,1
C0582,Individual,Teresa,Pierce,1940-02-10,F,USA,Washington,Investment,3,Yes,Website,86.0,3,708559.1499999999,236186.3833333333,791.0400000000001,1
C0583,Individual,Kevin,Scott,,M,USA,California,Home,2,No,Agency,,4,1237228.18,309307.045,996.7025,0
C0584,Individual,Janice,Taylor,1982-11-03,F,USA,California,Home,5,No,Website,44.0,3,1135691.62,378563.87333333335,1350.9733333333334,2
C0585,Individual,Anthony,Edwards,1961-02-07,M,USA,Colorado,Home,3,No,Agency,65.0,4,1003690.1799999999,250922.54499999998,886.4275,0
C0586,Individual,Noah,Morales,,M,USA,California,Home,2,Yes,Client,,3,1226524.31,408841.4366666667,1286.4266666666667,2
C0587,Individual,Pamela,Richardson,,F,USA,New York,Home,4,No,Website,,4,1093439.8399999999,273359.95999999996,911.785,0
C0588,Individual,Janice,White,,F,USA,Florida,Home,2,No,Website,,4,1495976.1400000001,373994.03500000003,1271.345,2
C0589,Individual,Christopher,Williams,,M,USA,Texas,Investment,5,No,Client,,4,1982246.22,495561.555,1699.3675,2
C0590,Individual,Arthur,Campbell,,M,UK,Scotland,Investment,2,No,Website,,4,1105388.8900000001,276347.22250000003,935.765,1
C0591,Individual,Dorothy,Long,1968-09-03,F,USA,Nevada,Home,1,No,Website,58.0,3,1336217.65,445405.8833333333,1460.493333333333,2
C0592,Individual,Roger,Moore,1972-03-06,M,USA,Arizona,Investment,2,No,Client,54.0,3,787516.58,262505.5266666667,851.4266666666667,1
C0593,Individual,Elizabeth,Carter,1952-08-08,F,USA,California,Home,2,Yes,Agency,74.0,4,2012063.38,503015.845,1575.1075,2
C0594,Individual,Diane,Patterson,1942-08-02,F,USA,Utah,Home,1,No,Agency,84.0,3,1137572.87,379190.9566666667,1221.6766666666665,0
C0595,Individual,Anna,Murray,1966-10-06,F,USA,Utah,Home,3,No,Agency,60.0,3,914304.97,304768.3233333333,934.4333333333334,0
C0596,Individual,Gerald,Phillips,,M,USA,Nevada,Home,4,No,Agency,,4,1094771.49,273692.8725,1023.9675,0
C0597,Individual,Peter,King,,M,UK,Northern Ireland,Home,2,Yes,Website,,3,976844.1699999999,325614.7233333333,1033.6200000000001,0
C0598,Individual,Jacob,Gray,,M,USA,Colorado,Investment,4,No,Website,,4,1398930.7000000002,349732.67500000005,1135.53,1
C0599,Individual,Jennifer,Turner,,F,Canada,Alberta,Home,2,No,Agency,,3,1162815.78,387605.26,1354.0866666666668,2
C0600,Individual,Thomas,King,,M,USA,Oregon,Investment,1,No,Client,,3,917709.61,305903.2033333333,1042.71,1
C0601,Individual,Lisa,Nelson,,F,USA,California,Home,4,No,Website,,4,1700411.72,425102.93,1307.3,2
C0602,Individual,Albert,Hayes,,M,Germany,Bavaria,Home,4,No,Agency,,4,905508.82,226377.205,748.33,0
C0603,Individual,Diane,Thompson,1994-01-07,F,USA,New York,Home,4,Yes,Agency,32.0,4,1218095.3,304523.825,1027.81,0
C0604,Individual,Danielle,Montgomery,,F,Belgium,Wallonia,Home,1,No,Agency,,3,791133.03,263711.01,919.0466666666666,0
C0605,Individual,Nathan,Flores,,M,USA,Utah,Home,4,Yes,Agency,,4,1407314.33,351828.5825,1267.07,2
C0606,Individual,Carolyn,Stone,,F,France,Ile-de-France,Investment,1,No,Website,,3,1070969.53,356989.8433333333,1146.2633333333333,1
C0607,Individual,Daniel,Edwards,,M,USA,California,Home,1,No,Agency,,3,1125230.1199999999,375076.7066666666,1371.6133333333335,2
C0608,Individual,Jerry,Adams,,M,USA,California,Home,4,No,Agency,,4,1201411.56,300352.89,1018.5225,0
C0609,Individual,Julia,Richardson,,F,USA,Washington,Home,4,No,Agency,,4,1307567.64,326891.91,1255.1325000000002,0
C0610,Individual,Ann,Owens,1970-05-10,F,USA,California,Investment,4,No,Website,56.0,3,1178597.68,392865.8933333333,1339.73,1
C0611,Individual,Jacob,Price,1950-12-06,M,USA,California,Home,4,No,Agency,76.0,4,1142671.94,285667.985,997.415,0
C0612,Individual,Kevin,Wood,,M,USA,Florida,Home,4,No,Agency,,4,1671846.3,417961.575,1389.15,2
C0613,Individual,Cynthia,Cox,1995-10-02,F,Australia,Victoria,Home,4,No,Agency,31.0,3,1186019.52,395339.84,1366.5633333333335,2
C0614,Individual,George,Bryant,1972-01-07,M,UK,Wales,Home,3,Yes,Website,54.0,4,1025958.38,256489.595,858.9825,0
C0615,Individual,Jordan,King,1957-01-12,M,USA,Utah,Home,2,Yes,Website,69.0,4,919002.01,229750.5025,748.33,0
C0616,Individual,Julie,Brooks,,F,USA,Virginia,Investment,1,Yes,Agency,,3,1013364.3,337788.10000000003,1074.6233333333332,1
C0617,Individual,Carolyn,Evans,1986-10-07,F,USA,Ohio,Home,5,Yes,Website,40.0,3,766861.21,255620.40333333332,849.6366666666667,0
C0618,Individual,Austin,Taylor,1968-05-11,M,USA,Texas,Home,3,No,Agency,58.0,3,982803.0,327601.0,1113.29,0
C0619,Individual,Heather,Morales,,F,USA,Washington,Home,4,No,Website,,3,1411977.41,470659.13666666666,1471.8999999999999,2
C0620,Individual,Sarah,Howard,,F,France,Brittany,Home,3,No,Website,,3,1532429.29,510809.76333333337,1504.28,2
C0621,Individual,Jonathan,Turner,,M,Germany,Bavaria,Investment,3,Yes,Agency,,3,791609.11,263869.7033333333,869.7866666666667,1
C0622,Individual,Katherine,Ward,1987-10-09,F,USA,Washington,Investment,2,No,Client,39.0,3,869334.73,289778.24333333335,980.8699999999999,1
C0623,Individual,Jonathan,Adams,,M,USA,Florida,Investment,3,Yes,Client,,4,1410333.45,352583.3625,1146.02,1
C0624,Individual,Carl,Jordan,2000-09-02,M,USA,Nevada,Investment,3,No,Agency,26.0,3,1215611.54,405203.8466666667,1413.8666666666668,1
C0625,Individual,Deborah,Hayes,1983-07-08,F,Belgium,Flanders,Investment,2,Yes,Agency,43.0,4,1000166.88,250041.72,851.0225,1
C0626,Individual,Sara,Jones,,F,Germany,Hamburg,Investment,2,No,Website,,3,1061694.1300000001,353898.0433333334,1244.5566666666666,1
C0627,Individual,Katherine,Johnson,2000-11-07,F,USA,Arizona,Home,3,No,Agency,26.0,4,1870806.42,467701.605,1726.0575,2
C0628,Individual,Arthur,Campbell,,M,Canada,British Columbia,Home,3,Yes,Agency,,4,1623109.63,405777.4075,1250.39,2
C0629,Individual,Maria,Richardson,1946-07-09,F,USA,California,Investment,2,No,Agency,80.0,3,961721.77,320573.92333333334,1129.1766666666665,1
C0630,Individual,Stephen,Roberts,,M,USA,California,Home,2,No,Website,,4,1308077.6099999999,327019.40249999997,1075.5049999999999,0
C0631,Individual,Dorothy,Flores,1966-12-11,F,USA,California,Home,5,No,Website,60.0,4,1534891.22,383722.805,1227.645,2
C0632,Individual,Thomas,Nelson,,M,UK,Northern Ireland,Home,4,No,Website,,4,1146845.98,286711.495,947.7475,0
C0633,Individual,Ann,Owens,1941-05-12,F,USA,Nevada,Home,3,No,Agency,85.0,4,1207516.26,301879.065,928.745,0
C0634,Individual,Justin,Ward,,M,USA,Washington,Investment,4,Yes,Website,,3,1181693.63,393897.87666666665,1393.1066666666666,1
C0635,Individual,Kimberly,King,,F,UK,Scotland,Investment,5,No,Website,,3,1375700.03,458566.6766666667,1460.493333333333,2
C0636,Individual,Kathleen,Rogers,1980-11-10,F,France,Brittany,Home,5,No,Website,46.0,4,981810.0800000001,245452.52000000002,827.3575000000001,0
C0637,Individual,Catherine,Stone,,F,USA,California,Home,2,No,Website,,4,1602478.07,400619.5175,1296.5625,2
C0638,Individual,Jason,King,1975-02-04,M,USA,Ohio,Home,5,Yes,Website,51.0,4,1347045.42,336761.355,1204.4975,0
C0639,Individual,Mark,Campbell,1961-03-03,M,UK,Scotland,Home,3,Yes,Website,65.0,3,861670.72,287223.5733333333,1008.1300000000001,0
C0640,Individual,Emily,Thompson,1967-03-01,F,USA,Utah,Home,3,No,Agency,59.0,3,772950.1699999999,257650.05666666664,915.6366666666667,0
C0641,Corporate,Zynex,Co,,M,USA,Arizona,Home,2,No,Agency,,3,1217213.26,405737.75333333336,1240.6066666666666,3
C0642,Individual,Julia,Reyes,,F,USA,California,Home,4,No,Website,,3,1027140.61,342380.2033333333,1161.5433333333333,0
C0643,Individual,Samantha,Richardson,1974-05-05,F,USA,California,Home,5,No,Website,52.0,3,928645.01,309548.33666666667,1016.5033333333334,0
C0644,Individual,Teresa,Johnson,,F,USA,California,Home,4,Yes,Agency,,3,1549624.23,516541.41,1630.1366666666665,2
C0645,Individual,Arthur,Cox,,M,USA,Nevada,Home,2,No,Client,,3,731453.53,243817.84333333335,862.11,0
C0646,Individual,Cynthia,Campbell,,F,USA,Arizona,Investment,5,No,Agency,,3,1325311.83,441770.61000000004,1464.0166666666667,2
C0647,Individual,Victoria,Green,1946-02-06,F,USA,California,Home,4,No,Agency,80.0,4,2115520.42,528880.105,1676.3825,2
C0648,Individual,Stephanie,Reed,1999-03-02,F,USA,California,Home,1,Yes,Website,27.0,4,1142985.38,285746.345,984.6475,0
C0649,Individual,Patricia,Mitchell,1995-03-01,F,USA,California,Home,4,No,Agency,31.0,4,1401448.51,350362.1275,1136.6925,0
C0650,Corporate,Polaris,Co,,M,France,Occitanie,Home,3,Yes,Client,,3,799742.26,266580.75333333336,932.37,3
C0651,Corporate,Horizon,Co,,M,USA,Washington,Home,1,No,Agency,,4,1077094.73,269273.6825,948.7574999999999,3
C0652,Individual,Heather,Johnson,1993-12-08,F,USA,Washington,Home,2,No,Website,33.0,3,904157.22,301385.74,985.5433333333334,0
C0653,Individual,Gerald,Adams,,M,USA,Ohio,Home,2,No,Client,,4,1215543.15,303885.7875,1053.27,0
C0654,Individual,Eric,Griffin,1960-05-07,M,USA,New York,Home,2,Yes,Website,66.0,3,865293.89,288431.2966666667,1015.9399999999999,0
C0655,Individual,Patricia,King,,F,USA,Nevada,Home,1,Yes,Agency,,3,1071763.22,357254.4066666667,1138.4233333333334,0
C0656,Individual,Amber,Allen,1977-02-08,F,USA,Colorado,Home,5,No,Client,49.0,4,1288383.38,322095.845,1190.4075,0
C0657,Individual,Alexander,Allen,,M,USA,California,Home,2,No,Agency,,3,1258111.3199999998,419370.43999999994,1338.1466666666668,2
C0658,Individual,Kelly,Green,,F,USA,Virginia,Home,3,Yes,Agency,,3,1122021.28,374007.0933333333,1271.67,0
C0659,Individual,Sara,Foster,1988-10-06,F,USA,California,Home,4,Yes,Agency,38.0,4,1000550.86,250137.715,832.615,0
C0660,Individual,Charles,Kim,1991-08-10,M,USA,Arizona,Home,4,Yes,Client,35.0,3,1148308.35,382769.45,1337.0533333333333,2
C0661,Individual,Deborah,Williams,,F,Canada,Manitoba,Home,3,No,Website,,4,1627713.0499999998,406928.26249999995,1299.3274999999999,2
C0662,Individual,Stephanie,Kim,,F,USA,California,Investment,3,No,Website,,4,1520239.97,380059.9925,1175.235,1
C0663,Individual,Anthony,Flores,1958-02-02,M,USA,California,Home,2,Yes,Agency,68.0,4,1544313.34,386078.335,1234.8075,2
C0664,Individual,Lawrence,Wood,,M,Canada,Alberta,Investment,5,Yes,Website,,4,1063024.57,265756.1425,897.47,1
C0665,Individual,Robert,Adams,,M,USA,Colorado,Investment,1,No,Agency,,3,704886.02,234962.00666666668,765.68,1
C0666,Individual,Maria,Davis,1948-10-09,F,USA,California,Investment,1,No,Website,78.0,4,1532074.27,383018.5675,1271.345,2
C0667,Individual,Anthony,Mitchell,1966-07-07,M,USA,Arizona,Investment,2,No,Agency,60.0,4,1486560.06,371640.015,1295.2649999999999,1
C0668,Individual,Margaret,Peterson,,F,France,Ile-de-France,Investment,4,Yes,Website,,4,987175.01,246793.7525,824.2025,1
C0669,Individual,Cheryl,Bell,,F,Canada,British Columbia,Home,3,No,Agency,,3,1366533.49,455511.16333333333,1599.3433333333332,2
C0670,Corporate,Altira,Co,,M,USA,Nevada,Investment,4,No,Website,,3,1631973.5499999998,543991.1833333332,1800.45,3
C0671,Individual,Jerry,Pierce,1941-12-09,M,USA,Colorado,Home,4,Yes,Client,85.0,3,759678.12,253226.04,849.6366666666667,0
C0672,Individual,Amber,Williams,1967-03-10,F,USA,California,Home,2,No,Website,59.0,3,1301968.05,433989.35000000003,1452.2633333333333,2
C0673,Individual,Janice,Hayes,,F,USA,California,Home,4,No,Website,,3,870503.9000000001,290167.96666666673,1012.96,0
C0674,Individual,Judy,Turner,,F,USA,California,Investment,4,No,Website,,4,1733438.52,433359.63,1365.9450000000002,2
C0675,Individual,Andrea,Wright,,F,USA,Texas,Home,5,No,Website,,3,1117159.17,372386.38999999996,1113.29,0
C0676,Individual,Lisa,Davis,1942-06-12,F,USA,Nevada,Home,2,No,Agency,84.0,3,1022396.03,340798.6766666667,989.0566666666667,0
C0677,Individual,Jerry,Miller,1981-09-02,M,USA,Arizona,Investment,2,No,Agency,45.0,4,1217015.1099999999,304253.77749999997,1024.3375,1
C0678,Individual,Joseph,Watson,,M,USA,California,Home,4,Yes,Website,,3,904050.87,301350.29,897.3100000000001,0
C0679,Individual,Lisa,Patterson,1964-12-02,F,USA,Nevada,Home,1,No,Agency,62.0,4,1945371.6800000002,486342.92000000004,1726.0575,2
C0680,Individual,Andrew,Griffin,,M,USA,Utah,Investment,2,No,Agency,,4,1533727.71,383431.9275,1333.2775,2
C0681,Corporate,Helios,Co,,F,USA,California,Home,3,No,Agency,,4,736696.97,184174.2425,658.8625,3
C0682,Individual,Donald,Bennett,1973-06-12,M,USA,California,Home,5,No,Website,53.0,4,1436006.22,359001.555,1214.5625,2
C0683,Individual,Patrick,Jordan,,M,USA,Colorado,Home,2,Yes,Agency,,3,1216565.53,405521.8433333333,1463.22,2
C0684,Individual,Donald,Miller,1985-10-05,M,USA,California,Home,1,No,Agency,41.0,4,1402625.45,350656.3625,1120.62,0
C0685,Individual,Sharon,Hansen,,F,USA,Washington,Home,5,No,Agency,,3,1129835.06,376611.6866666667,1228.5033333333333,0
C0686,Individual,Michael,Howard,,M,USA,California,Home,1,Yes,Website,,3,1250166.33,416722.11000000004,1369.7300000000002,2
C0687,Individual,Susan,Long,1959-01-03,F,USA,Utah,Home,3,Yes,Website,67.0,4,1532604.0,383151.0,1210.7375000000002,2
C0688,Individual,Kathleen,Howard,1968-12-04,F,USA,Colorado,Investment,5,Yes,Website,58.0,4,1093762.42,273440.605,868.5725,1
C0689,Individual,Ann,Williams,,F,USA,California,Home,4,No,Website,,3,1051259.37,350419.79000000004,1186.05,0
C0690,Individual,Janet,Stewart,1985-09-09,F,USA,Oregon,Home,4,Yes,Agency,41.0,4,1402023.24,350505.81,1150.3275,0
C0691,Individual,Kenneth,Bell,,M,USA,California,Investment,4,No,Agency,,4,948552.89,237138.2225,816.16,1
C0692,Individual,Adam,Roberts,,M,USA,Georgia,Investment,3,No,Agency,,4,1206585.87,301646.4675,1011.5875,1
C0693,Individual,Jesse,Chavez,,M,USA,California,Investment,5,Yes,Agency,,4,1831502.92,457875.73,1498.6825,2
C0694,Corporate,Sterling,Co,,M,UK,Scotland,Investment,2,No,Website,,4,1287767.07,321941.7675,1063.04,3
C0695,Individual,Timothy,Rogers,,M,USA,Washington,Home,4,No,Website,,3,870451.65,290150.55,934.8733333333333,0
C0696,Individual,Carol,Green,1994-03-06,F,USA,Washington,Investment,5,Yes,Agency,32.0,4,1417025.49,354256.3725,1246.6175,1
C0697,Individual,Bryan,Mitchell,1986-11-01,M,USA,California,Investment,4,Yes,Agency,40.0,4,1203571.2,300892.8,1036.6525,1
C0698,Individual,Maria,Scott,,F,USA,California,Home,2,Yes,Website,,4,1560635.51,390158.8775,1286.9575,2
C0699,Individual,Stephen,Bennett,,M,USA,Washington,Home,1,Yes,Agency,,3,1292445.15,430815.05,1357.1933333333334,2
C0700,Individual,Christine,Sanders,,F,USA,Washington,Home,5,No,Website,,3,724453.7,241484.56666666665,851.4266666666667,0
C0701,Individual,Danielle,Peterson,,F,UK,England,Investment,1,No,Website,,4,1318537.76,329634.44,1050.5725,1
C0702,Individual,Nicholas,Flores,,M,USA,Arizona,Home,5,No,Agency,,3,1215022.0,405007.3333333333,1303.7766666666666,2
C0703,Corporate,Elara,Co,,M,USA,Colorado,Home,3,No,Website,,3,938073.5700000001,312691.19,1023.8800000000001,3
C0704,Individual,Nicole,Jordan,,F,USA,Georgia,Home,4,No,Agency,,3,1130778.86,376926.2866666667,1194.9266666666665,0
C0705,Individual,Timothy,Murray,,M,USA,Nevada,Home,3,No,Website,,3,1643383.67,547794.5566666666,1680.5266666666666,2
C0706,Individual,Kyle,Thomas,,M,UK,England,Investment,2,No,Client,,3,1034954.84,344984.94666666666,1162.6166666666666,1
C0707,Individual,Zachary,Richardson,,M,USA,Virginia,Home,5,Yes,Website,,4,1171255.22,292813.805,956.935,0
C0708,Individual,Brian,Cook,,M,USA,California,Home,2,No,Client,,3,1539340.8699999999,513113.6233333333,1523.6933333333334,2
C0709,Individual,Samantha,Price,1982-11-06,F,USA,Georgia,Home,2,Yes,Agency,44.0,4,1233960.52,308490.13,1009.23,0
C0710,Individual,Kyle,Bryant,,M,USA,Oregon,Home,2,Yes,Agency,,4,1158001.3599999999,289500.33999999997,939.3575,0
C0711,Individual,Victoria,Hughes,,F,USA,California,Investment,3,No,Agency,,4,1045658.54,261414.635,905.7525,1
C0712,Individual,Joseph,Scott,,M,USA,California,Home,1,No,Agency,,3,701688.31,233896.10333333336,842.68,0
C0713,Individual,Debra,Thomas,,F,USA,California,Investment,3,No,Agency,,3,946537.74,315512.58,1125.17,1
C0714,Individual,Kyle,Murray,1977-01-03,M,Russia,Saint Petersburg,Home,3,No,Website,49.0,3,1520218.18,506739.3933333333,1680.5266666666666,2
C0715,Individual,Janice,Wilson,1982-08-05,F,USA,Utah,Home,3,No,Website,44.0,3,1151372.75,383790.9166666667,1340.7666666666667,2
C0716,Individual,Jordan,Davis,,M,UK,Northern Ireland,Home,1,No,Client,,3,1173245.74,391081.91333333333,1334.1000000000001,2
C0717,Individual,Virginia,Weaver,1946-06-09,F,USA,Arizona,Investment,3,Yes,Agency,80.0,3,1000529.6699999999,333509.88999999996,1156.5633333333333,1
C0718,Individual,Martha,Scott,1944-10-08,F,France,Ile-de-France,Home,2,Yes,Website,82.0,3,900157.9099999999,300052.63666666666,1123.8033333333333,0
C0719,Individual,Jason,Jordan,1974-07-02,M,USA,California,Investment,2,Yes,Agency,52.0,3,912916.77,304305.59,1023.8800000000001,1
C0720,Individual,Shirley,Wilson,,F,USA,California,Investment,1,Yes,Agency,,4,844316.69,211079.1725,678.3725,1
